user_id,recs
1006.0,"['4224', '13659', '7791', '10080', '5680', '11757', '8769', '8525', '1887', '9756']"
1007.0,"['14813', '2966', '6512', '8769', '5277', '8407', '7590', '10521', '6347']"
1008.0,"['4224', '1535', '14289', '6880', '226', '6746', '2034', '7054', '23283', '16742']"
1009.0,[]
1010.0,"['532', '740']"
1011.0,"['24415', '22673']"
1012.0,"['2759', '3784', '5204', '7311', '9989', '22319', '15689', '2593', '11757', '11597']"
1013.0,"['22147', '10162', '23321', '17265', '3588', '849', '6880', '10620', '13659', '15379']"
1014.0,['4472']
1015.0,"['18897', '4224', '12189', '2904', '22535', '10793', '25183', '1195', '4181']"
1016.0,"['1195', '5081', '2001', '2759', '5114', '16524', '90', '20507', '71', '19815']"
1017.0,"['6547', '11111']"
1018.0,"['18115', '813', '10087', '23755', '9919', '269']"
1019.0,"['10087', '9989', '18115', '6702', '2993', '8074', '6880', '18153', '20785', '9181']"
1020.0,"['1575', '30296', '22729', '11061', '14967', '19815', '28121', '18679']"
1021.0,['11843']
1023.0,"['6547', '10087', '11577', '5114', '2167', '5680', '4224', '2001', '164']"
1024.0,"['934', '6045', '1889', '2167', '4224']"
1025.0,"['24701', '21939', '523', '513', '199', '6746', '585', '578']"
1026.0,"['5530', '14289', '849', '8425', '3470', '9253', '1575', '10620', '5678', '4224']"
1027.0,"['19815', '19163', '13659', '17265', '22535', '21881', '6746', '3455', '20853', '18277']"
1028.0,"['355', '15583', '8841', '11597', '13759', '10087', '7054', '849', '8630', '2787']"
1030.0,['2167']
1031.0,"['23289', '11757', '9253', '5114', '1575', '28223', '2001', '20787']"
1032.0,"['1686', '2472', '11757', '4835', '5114', '11633', '13667', '16498', '11111']"
1033.0,"['2167', '14749', '1195', '356', '10080', '2904', '4181', '849', '1575', '14741']"
1034.0,"['2904', '7054', '11633', '2993']"
1035.0,"['13759', '10087', '10080', '849', '14289', '23847', '28907', '11597', '8676', '27899']"
1036.0,"['4725', '889', '22199', '356', '27899', '1', '7724', '3588']"
1037.0,"['9989', '4814', '3092', '15809', '16498', '18507', '6793', '11111', '9656', '14227']"
1038.0,"['3712', '11319', '18277', '29803', '10620', '1575', '18247', '23755', '22877', '11757']"
1039.0,"['5114', '10087', '9919', '23281']"
1040.0,"['20787', '27631', '23321', '28907', '27899', '30544', '26243', '10620', '8841', '31737']"
1041.0,"['6547', '1575', '11757', '19815', '23283', '2904', '11597', '2167', '9919', '199']"
1042.0,"['898', '899']"
1043.0,['43']
1044.0,"['6547', '19815', '20787', '16498', '28497', '18897', '21881', '24833']"
1045.0,"['25835', '12893', '23225', '1535', '4472', '28907', '23383', '14741', '23289', '17549']"
1046.0,"['8516', '8525', '15809', '7593', '6347', '11597', '19815', '15225', '13759', '9041']"
1048.0,"['16894', '24277', '2904', '20583', '4181', '8516', '1840', '18277', '13161', '7088']"
1049.0,"['6880', '11617', '22535', '19815', '5114', '11757', '22319', '10793', '30', '29803']"
1050.0,['3470']
1051.0,"['71', '2966', '2924', '205', '5341', '1689', '2034', '199', '2167', '2904']"
1052.0,"['14513', '20507', '13601', '11757', '14713', '22319', '28223', '10793', '6045', '199']"
1053.0,"['355', '2025', '5530', '9041', '10110', '6347', '18153', '2167', '8074', '442']"
1055.0,"['627', '1818', '10271', '264', '2001', '4155', '392', '121', '16894', '7661']"
1056.0,[]
1058.0,"['23847', '14813', '7054', '4214', '10719', '6880', '5958', '1535']"
1059.0,"['16498', '11757', '2926', '6772', '9465', '6351', '4059', '9989', '2167', '1689']"
1060.0,"['6746', '431', '1943', '467', '2251', '1519', '2001', '5114', '6', '437']"
1061.0,"['10620', '13161', '17895', '14289', '21405', '29095', '30296', '19815', '18897', '10719']"
1062.0,"['11757', '4224', '8769', '6547', '9989', '199', '5680', '14741', '14227']"
1063.0,['85']
1064.0,"['1535', '16498', '2236', '5114', '13601', '10087']"
1065.0,"['6573', '6', '4282', '6007', '9756', '226', '1535', '164', '199', '205']"
1066.0,"['5081', '2993', '355', '1691', '2787', '469', '10793', '5341', '2034', '269']"
1067.0,"['10793', '2759', '14345', '6547', '13601', '22319', '5680', '11111', '6746', '28223']"
1068.0,"['528', '1120', '1117', '1119', '1709', '1118']"
1069.0,"['12189', '9969', '1575', '6746', '6347', '2904', '8516', '10080', '5081', '8769']"
1070.0,"['14345', '1195', '10620', '8074', '11111', '14741', '11617', '2167']"
1071.0,"['14467', '6811', '356', '1691', '7593', '11319', '4224', '813', '10793', '223']"
1072.0,[]
1073.0,"['21431', '20507', '9253', '22319', '18897', '8525', '14199', '15379', '11617', '10080']"
1074.0,"['15451', '15117', '6880', '9181', '6347', '20787', '13663', '22319', '10209', '9919']"
1076.0,"['3712', '1840', '2993', '6324', '4214', '11757', '15583']"
1077.0,"['3588', '22319', '27899', '20507', '226', '16498', '2025']"
1078.0,"['164', '120', '530', '10793', '853', '4752', '20', '7711', '4722', '11111']"
1080.0,"['14741', '13759', '15583', '21995', '6547', '26243', '356', '20507', '226', '10719']"
1081.0,"['28121', '14345', '11741', '14467', '10087', '23755', '11617', '3455', '9181', '27899']"
1082.0,"['164', '199', '121', '2904', '5114', '2251', '30', '572']"
1083.0,"['18679', '9919', '22319', '226', '9253', '6746', '11499', '7054', '10030', '7593']"
1084.0,"['10092', '15451', '11741', '14345', '9252', '26243', '10087', '2904', '21843', '20785']"
1086.0,"['3503', '6512', '8861', '226', '14199', '7148', '4999', '5277', '6324', '12293']"
1087.0,"['986', '904', '897', '895', '896', '903']"
1088.0,"['6746', '1535', '853', '20']"
1089.0,['1']
1090.0,"['16498', '10620', '19815', '11757']"
1093.0,[]
1094.0,[]
1096.0,"['4722', '101', '2924', '9656', '4477', '2167', '6045', '1689', '1142', '4181']"
1097.0,"['20', '22319', '6702', '11111', '10793', '6746', '2593', '19815', '24833', '30276']"
1099.0,"['13601', '2236', '10620', '10793', '199', '47', '11771', '1689']"
1100.0,"['9253', '205', '13601', '2904', '1575', '5114', '1519', '20']"
1101.0,['28121']
1102.0,"['11771', '26243', '21105', '15605', '149', '4224']"
1103.0,"['14741', '28171', '10620', '10521', '14813', '16353', '17265', '18857', '14749', '26349']"
1105.0,"['80', '81', '889', '20057']"
1106.0,"['1519', '1818', '164', '2025', '205']"
1107.0,[]
1108.0,"['4181', '1210', '1535', '1575', '10165', '18119', '10521', '10460', '22319', '23289']"
1109.0,"['22319', '6880', '16498', '2904']"
1110.0,[]
1111.0,"['10087', '4224', '9253', '13759', '9989', '24833', '20583']"
1112.0,[]
1113.0,"['14289', '9919', '3092', '6707', '2034', '6045', '20', '451', '452', '120']"
1114.0,"['1575', '6114', '10049', '20583', '1726', '16498', '1818', '121', '431', '16894']"
1115.0,"['901', '11061', '834', '462', '2144', '1686', '6033', '16498', '269', '3588']"
1116.0,"['7054', '20507', '16417', '15109', '6547', '121', '4898', '10161']"
1117.0,"['1195', '1840', '8074', '6213', '4224', '8769', '5114', '2129', '2001', '14813']"
1118.0,"['13759', '10495', '19815', '15809', '10087', '2025', '5114', '3588', '6746', '121']"
1119.0,"['4214', '10719', '8074', '7674', '10030', '1195', '3712', '14967', '12549', '269']"
1120.0,"['19815', '1575', '13759', '24415', '10030', '31043', '9989', '6702', '7054', '20']"
1122.0,"['5114', '11887', '11111', '9989', '16498', '14813', '20507', '19815', '21881', '9253']"
1123.0,"['22729', '6547', '11771', '14345', '10793', '16894', '19815', '20785', '1535', '24415']"
1124.0,"['29786', '30276', '16498', '226']"
1126.0,"['11617', '10620']"
1129.0,"['4026', '430']"
1130.0,"['270', '133', '226', '3588', '1195', '5764', '3712', '1840', '5680', '357']"
1131.0,"['1575', '14833', '21405', '2129', '14813', '19221', '10719', '22199', '13759', '12175']"
1132.0,"['5680', '19163', '16498', '13759', '14813', '22147', '15451', '8525', '10719', '15583']"
1133.0,"['9253', '10620', '20', '2904', '5114', '22535', '431', '22319']"
1135.0,"['16035', '853', '18153', '14289', '7054', '6702']"
1136.0,"['22535', '23283', '15037', '9253', '10620', '226']"
1137.0,['523']
1138.0,"['10087', '11741', '11759', '12445', '11597', '11499', '18897', '889', '2993', '13125']"
1139.0,"['8525', '11757', '19221', '10080', '4224', '17895', '18679']"
1140.0,"['7054', '9926', '10321', '19815', '14467', '20507', '6547', '11757', '15085', '26243']"
1141.0,"['1535', '15417', '9969']"
1142.0,[]
1143.0,"['1575', '9919', '2904', '527', '4026', '1121', '528', '19815', '10793', '21881']"
1144.0,"['12189', '14227', '14741', '23673', '6045', '22319', '18671', '14813', '27899', '16782']"
1146.0,"['834', '12549', '1686', '5114', '1726', '9919', '9982', '18393', '13663', '442']"
1147.0,"['7054', '14713', '6811']"
1148.0,"['20507', '23283', '30276', '18153', '11757', '5081', '11111', '1689', '47']"
1149.0,"['6547', '11111', '10087', '861', '4938', '5081', '1575']"
1150.0,[]
1151.0,"['1526', '2847', '1122', '1121', '1119', '5680', '3457', '1118', '1', '2472']"
1152.0,[]
1153.0,"['19163', '2993', '10080', '18677', '20541', '15315', '14227', '11633', '10719', '6324']"
1154.0,[]
1155.0,['270']
1157.0,"['11111', '21843', '22297', '20899', '18679', '23283', '10620', '2167', '28223']"
1158.0,"['5114', '1575', '9919', '20', '226', '263', '121', '2904']"
1159.0,"['14227', '27899', '11771', '11757', '6702']"
1160.0,"['30544', '25183', '26243', '14813', '16498', '23289', '14967', '31637', '11061', '17729']"
1161.0,"['902', '900', '906', '502', '892', '894']"
1162.0,[]
1163.0,"['14967', '14749', '9379', '10080', '3712', '18671', '14741', '6956', '7054', '15315']"
1164.0,"['18679', '164', '2904', '2001', '1575', '205', '32', '578', '227', '47']"
1165.0,"['3712', '13161', '5958', '5277', '11887', '15315', '3503', '15583', '9367', '10719']"
1166.0,[]
1167.0,"['23281', '1535', '6547', '5114', '10087', '18679', '2167']"
1169.0,"['7088', '23273', '6547', '8675', '31404', '10719', '18897', '22319', '27899', '14227']"
1170.0,"['27899', '22319', '1575', '223', '6702', '4654', '19163', '14345', '20787', '3588']"
1171.0,[]
1172.0,"['20', '1840', '3712', '10620']"
1176.0,"['19221', '29803', '8074', '25879', '21561', '270', '22319', '14741', '6880', '1575']"
1177.0,[]
1179.0,"['2472', '6325']"
1180.0,"['853', '523', '227', '1564', '849', '430', '120', '189', '205', '293']"
1181.0,"['11757', '3588', '1535', '269', '14345', '5114', '19815']"
1182.0,"['889', '1092', '1091', '1090', '237', '578', '949']"
1183.0,['2001']
1184.0,"['10495', '17549', '2167', '2236', '6956', '3225', '18897', '9756', '9379', '5081']"
1185.0,"['14199', '5734', '8676', '15809', '11235', '23847', '2167', '12189', '19221', '4181']"
1186.0,"['8861', '12189', '13759', '14813', '23289', '10495', '8525', '19221', '10080', '17729']"
1188.0,"['13663', '13759', '1840', '6547', '17247', '18679', '16498', '13659', '16706']"
1189.0,"['15037', '16592', '9989', '2167', '10620', '14741', '18679', '16498', '4181', '19815']"
1190.0,"['22319', '16668', '18295', '6682', '2404', '9253', '5940', '2904', '1818', '6702']"
1191.0,"['6746', '4063', '2904', '1535', '270', '9989', '4224', '5081', '813', '5114']"
1193.0,"['20031', '8525', '31637', '8841', '10165', '12403', '18153', '14741', '13759', '18679']"
1194.0,"['13667', '11757', '23755', '1575', '121', '15809', '1535', '21881', '8074', '2167']"
1195.0,"['13759', '20785', '7674', '17741', '14741', '14227']"
1196.0,"['2904', '889', '1575', '9919', '6547', '1519', '20787', '2993', '11759', '226']"
1197.0,"['199', '11111', '1535']"
1198.0,"['8247', '10408', '1686', '205', '249', '6', '2236', '5060', '2889', '2144']"
1199.0,"['6880', '22319', '9989', '6746']"
1200.0,"['64', '1195', '61', '469', '853', '2236', '120', '121']"
1201.0,"['9756', '19815', '17265', '6547', '1575', '4224', '14741', '2904', '20507', '9252']"
1202.0,"['10620', '15583', '14741', '193', '8424', '4214', '3455', '18677', '79', '8407']"
1204.0,"['25013', '21995', '6045']"
1205.0,"['8074', '5114', '121', '20', '1535', '245', '1818', '5630', '3588', '9253']"
1206.0,[]
1207.0,[]
1208.0,"['2025', '6573', '16498', '21881', '20507', '22199', '3588', '8841', '20787', '23755']"
1209.0,"['22789', '17729', '23273', '25159', '25157', '4654', '22729', '17265', '27655', '23289']"
1210.0,"['33', '73', '226', '2404', '60', '177', '2002', '1195', '1818', '2795']"
1211.0,"['19815', '13601']"
1212.0,"['16498', '22535', '24703', '1535']"
1213.0,"['16732', '10087', '1575', '1852', '7791', '12403', '14813', '6862', '14515', '8557']"
1214.0,"['11433', '15809', '11757', '8525', '5081', '226', '8769', '1530', '2926', '9989']"
1215.0,"['7791']"
1216.0,"['11771', '2904', '199', '9253', '9989', '2025', '13601', '12113', '20583', '523']"
1217.0,[]
1218.0,"['23199', '18115', '1482', '22319', '6880', '10087', '2025', '857', '813', '11759']"
1219.0,"['22199', '11285', '14467', '26243', '14075', '5081', '15451', '30276', '355', '10794']"
1220.0,"['22729', '21881', '22199', '26243', '20', '1535', '8074', '1575', '22535', '9989']"
1221.0,"['3455', '14289', '14741', '11617', '8525', '17895', '10719', '9181', '9989']"
1222.0,"['9253', '13469', '14227', '9756', '4059', '18153', '12189', '528', '11597', '16001']"
1223.0,"['10278', '17549', '15225', '8675', '11597', '14749', '23277', '4224', '11887', '17074']"
1224.0,[]
1226.0,"['904', '900', '905', '898', '11061', '18115', '14513', '895', '892', '901']"
1227.0,"['5081']"
1229.0,[]
1230.0,"['6746', '20', '6702', '13601', '269']"
1232.0,"['9756', '1604', '1195', '14227', '13759', '20507']"
1233.0,"['18671', '15225', '14813', '13759', '1575', '2904', '8861', '7593', '12175', '2167']"
1235.0,"['14075', '20785', '20853', '21431', '26243', '9041', '14741', '18153', '23755', '1575']"
1236.0,"['6746', '4181', '5114', '10087', '14345', '2167', '9919', '14741', '121', '4059']"
1237.0,"['2236', '16918', '11771', '442', '4437', '23199', '10408', '27821', '9919', '14713']"
1238.0,"['4181', '2167', '7054', '8525', '71', '2251', '10620', '9367', '1519', '79']"
1239.0,"['4280', '7054', '199', '339', '6594', '777', '9756', '2001', '5204', '4282']"
1241.0,[]
1243.0,[]
1244.0,"['11617', '5081', '6880', '6547', '22319', '4181', '7593', '15689', '2167', '8769']"
1245.0,"['14741', '16498', '11887', '9989', '28825', '27989', '10521', '9734', '18153', '5081']"
1247.0,"['11757', '26243', '20787', '11617']"
1248.0,"['6325', '2472']"
1249.0,"['20583', '121', '16011', '16498', '19815', '18153', '29803', '5114', '22319', '21881']"
1250.0,[]
1251.0,"['16417', '23281', '11499', '10460', '849', '7311', '16001', '934', '9253', '1889']"
1252.0,"['19815', '6547', '6351', '1530', '10080', '9756', '8675', '15809', '16001', '20541']"
1253.0,"['2795', '1575', '2904', '154', '1726', '3927', '2581', '225']"
1254.0,"['13659', '14227', '19221', '18671', '9253', '10080', '10719', '8525', '11499', '22535']"
1255.0,"['16498', '18507', '6547', '853', '4224', '19815', '5680', '9989', '9756', '20']"
1256.0,"['5081', '8074', '28121', '22199', '16498', '226', '6880', '934', '6547', '20787']"
1257.0,"['226', '7311', '10495', '849', '5081', '30276', '26349', '16498', '15689', '8795']"
1258.0,"['356', '3927', '2904', '11759', '1575', '2001', '10087', '16498', '6702']"
1259.0,"['16742', '240', '2508', '11843', '5958', '1840', '11757', '14813', '8769', '7674']"
1260.0,"['19815', '22319', '3457', '1535', '11757']"
1263.0,"['3588']"
1265.0,"['14289', '9926', '7054', '3470']"
1266.0,"['31043', '30276', '9919', '26243', '226']"
1267.0,"['22147', '24415', '27899', '16592', '21995', '1535', '22265', '1575', '7724', '2904']"
1268.0,"['11887', '1689', '16001', '4181']"
1269.0,"['572', '1535', '5114', '164', '245', '552', '71', '21881', '205', '4224']"
1271.0,"['8246', '269']"
1272.0,"['11757', '1121', '1526', '2201', '527', '1119', '199']"
1273.0,"['227', '2025', '2236', '12355', '11111', '1210', '101', '5081', '32', '4224']"
1274.0,"['11111', '10080', '18677', '355', '2787', '5081']"
1275.0,"['4654', '60', '2025', '68', '5081', '71', '3457', '356', '3588', '1195']"
1276.0,"['6880', '16498', '8769', '15451']"
1277.0,"['164', '1239', '813', '996', '532', '550', '1313']"
1278.0,"['19815', '10620']"
1279.0,[]
1280.0,"['2759', '317', '5630', '6372', '430', '164', '2904', '5681', '2025', '552']"
1281.0,"['1119', '1564', '1118', '5114', '14353', '22319', '20507', '9756', '6880', '6746']"
1282.0,"['14813', '9253', '12189', '9919', '13759', '1210', '20583']"
1283.0,"['7054', '22789', '3092', '22319', '6045', '1535', '14713', '1575', '22265', '6547']"
1284.0,"['3457', '4898', '431', '18153', '853', '18115', '26243', '13601', '13759', '6702']"
1285.0,"['19815', '4224', '16498', '11757', '31859']"
1286.0,"['7817', '889', '9041', '11759', '4214', '4654', '11757', '10620', '121', '8937']"
1289.0,"['2904', '5681', '164', '3588', '457', '3167', '6045']"
1290.0,"['1579', '442', '530', '20', '101', '7724', '2966', '100', '5300', '5114']"
1291.0,"['31043', '1535', '2167', '12189', '14813', '11741', '13601', '23847', '9253', '11757']"
1294.0,"['27899', '8074', '22319', '28121', '11617', '20507', '26243', '28223', '30276', '14467']"
1296.0,"['22319', '10620']"
1297.0,"['1535', '9919', '3588', '10793', '23755', '28223', '10620', '14741', '223', '6702']"
1298.0,[]
1299.0,"['10620', '11757']"
1300.0,"['18277', '6512', '13663', '15809', '1195', '15583', '1840', '17777', '15315', '9041']"
1301.0,"['17265', '2904', '1575', '29803', '2581', '813', '8074', '226', '11741', '205']"
1302.0,"['8769', '20583', '853', '22319', '10161', '6707', '11123', '14713', '11013', '4224']"
1303.0,"['14749', '2993', '15583', '10719', '13759', '12549', '14967', '15451', '14741', '5958']"
1304.0,"['431', '523']"
1305.0,"['6746', '28223', '23673', '14713', '6880', '11013', '9919', '11757', '18507', '4224']"
1306.0,"['13601', '8407', '6201', '8074']"
1307.0,"['5081', '6893', '199', '2411']"
1308.0,"['20785', '30307', '12549', '14075', '6324', '15451', '6880', '4214', '6682', '7593']"
1309.0,"['10620', '5114', '10793', '9919', '6547', '1535', '12189', '3588', '6880', '10589']"
1310.0,"['10790', '8841', '29067', '13759', '20031', '2966', '6547', '14967', '6746', '18897']"
1311.0,"['4059', '6351', '11319', '13659', '4181', '10719', '23277', '13759', '11757', '23847']"
1313.0,"['9041', '19815', '813', '223', '23289', '17074', '11597', '2787', '11741', '2001']"
1314.0,[]
1316.0,"['27899', '22319', '22199', '10793', '8841', '13759', '11111', '6547', '9253']"
1317.0,"['4224', '269', '21881']"
1318.0,"['20', '1535', '2904', '1818', '47', '356', '2025', '1575', '5681', '1']"
1319.0,[]
1320.0,"['902', '6547', '904', '4835', '21881', '813', '5114', '18679', '6702', '226']"
1322.0,"['355', '15583', '356', '5680', '8630', '20853', '7791', '2904', '20787', '79']"
1323.0,[]
1324.0,"['11785', '9367', '11617', '15583', '14345', '10793', '5958', '11887', '8675', '6213']"
1325.0,"['20507', '22535', '20787', '22199', '10793', '9919', '22319', '16498', '11111', '23283']"
1326.0,"['2923', '7054']"
1327.0,"['6880', '5114', '21855', '11597', '14967', '10080', '11499', '11887', '16706', '14345']"
1330.0,"['2034', '1222', '4752', '877', '2904', '11013', '14227', '7054', '3731', '4224']"
1332.0,"['19163', '355', '2167', '6372', '9989', '6637', '13601', '28223', '199', '237']"
1333.0,[]
1334.0,"['18679', '21881', '11761', '22319', '14813', '1535', '10087', '8937', '20787', '849']"
1335.0,"['22535', '899', '30276', '223', '11741', '23755', '6702', '19815', '269', '1686']"
1336.0,"['4224', '4898', '2034', '10408', '9989', '18507', '431', '2167', '528', '552']"
1337.0,"['5114', '1535', '226', '1519', '10087', '11061', '889', '384', '4901', '11741']"
1338.0,"['23273', '6880', '18897', '19815', '5081', '5530', '2001', '8937', '8525', '7674']"
1339.0,"['23289', '1535', '28223', '25681', '21105', '4722', '6880', '11703', '23273', '24833']"
1340.0,"['28927', '28497', '30307', '18677', '29095', '18897', '17265', '21881', '10790', '28677']"
1341.0,"['270', '317', '467', '813', '1818', '2904', '45', '121']"
1342.0,"['30503', '23199', '23281', '20507', '23283', '22319', '27899', '11111', '28223', '20']"
1343.0,"['14227', '12711', '9919', '6045', '14713', '18153', '21995', '16035', '3457', '11757']"
1345.0,"['1', '11771', '263', '223', '20', '205', '1535', '264']"
1346.0,"['1526', '528', '2847']"
1348.0,"['986', '1118', '1119', '223', '1117', '1709', '895', '905', '2201', '2847']"
1349.0,"['5341', '1691', '8841', '11499', '4224', '12445', '355', '2966', '4999', '16668']"
1350.0,[]
1352.0,"['14813', '8769', '6547', '21881', '10719', '16498', '9989', '15051', '22199', '2167']"
1353.0,"['2593', '4282', '5205', '2001', '1889', '6547', '4896', '2236', '1535', '1689']"
1354.0,"['2201', '225', '1119', '1122', '3588']"
1355.0,[]
1356.0,[]
1357.0,[]
1358.0,"['460', '2889', '461', '762', '459', '903', '2386', '463', '136', '6573']"
1359.0,"['30276', '442', '10589', '11061']"
1361.0,"['227', '9919', '5081', '8841']"
1362.0,[]
1363.0,"['8086', '6547', '1691', '226', '1575', '13161', '11757', '16498', '2904', '2581']"
1364.0,"['1575', '14513', '9919', '14227', '14289', '14467', '9926', '15605', '21603', '10620']"
1365.0,"['121', '2966', '1535', '5114', '16498']"
1366.0,"['29095', '23847', '2167', '9989', '23277', '4181', '11757', '6547', '15583', '28171']"
1368.0,"['1535', '11741', '10087', '356', '2904', '1575', '20', '14513', '6880', '4898']"
1369.0,"['14289', '3457', '199', '8074', '6547', '30503', '23281', '1535']"
1371.0,"['3588', '552', '11757', '813', '8074', '19163', '225', '10588', '4224', '1195']"
1372.0,"['1887', '18679', '10495']"
1373.0,['164']
1374.0,"['15225', '7088', '11617', '15583', '19163', '25157', '22877', '9041', '18897', '13659']"
1375.0,"['523', '199', '1526', '2847', '1121']"
1376.0,"['3092', '11123', '9926', '10321', '11111', '11013']"
1378.0,"['9989', '5460', '1367', '2236', '9919', '1363', '7054']"
1380.0,"['1535', '8074', '121', '857', '22199', '15451', '3588', '20', '1818', '7088']"
1381.0,"['22199', '22319', '6880', '27899']"
1382.0,"['23233', '22663', '25157', '10080', '13161', '10790', '22877', '1840', '25397', '8630']"
1383.0,"['317', '1535', '1']"
1384.0,"['578', '339', '1943', '202', '30', '543', '572', '47', '270', '431']"
1385.0,"['28171', '30276', '14227', '11061', '18671', '6702', '23273', '8676', '16498', '18897']"
1386.0,"['1575', '431', '2904']"
1387.0,"['18679', '8795', '6213', '14349', '9617', '3604', '4224', '10165', '14741', '5680']"
1388.0,"['20', '5114']"
1389.0,"['10790', '14741']"
1390.0,"['9253', '4063', '1575', '7593', '1195', '6205', '13367', '8525', '10793', '6166']"
1391.0,"['22265', '6547', '1575', '5680', '9253']"
1392.0,"['7724', '8074', '16498', '1889', '11111', '23283', '2167', '15809', '356', '13601']"
1394.0,"['17247', '14467', '30544', '31043', '30296', '17265']"
1395.0,"['12859', '813', '4155', '10620']"
1396.0,"['9379', '245', '270', '6547', '22535', '121', '5081', '13601', '14741', '30276']"
1398.0,"['16498']"
1399.0,"['10800', '23673', '16417', '16498', '22147', '22265', '20583', '18897', '14713', '13403']"
1400.0,"['10080', '11843', '17265', '3588', '1535', '16706', '11061', '1575', '16498', '5114']"
1401.0,"['22535', '22319', '9989', '23283', '10620', '19815', '31043', '9756', '11741']"
1402.0,"['136', '900', '899', '905', '225', '902', '898', '16498', '901', '13667']"
1403.0,"['9656', '9989', '14289', '14713', '4181', '14227', '431', '2167', '853']"
1404.0,"['8063', '4814', '8074', '9919', '16498', '11771']"
1406.0,"['6547', '22297', '1575', '552', '29803', '9253', '5681', '22535', '25013', '2167']"
1407.0,"['14967', '15583', '10719', '10794', '18247', '6324', '11617']"
1409.0,"['1482', '1535', '14467', '8247', '6880', '1691', '11617', '2904', '269', '3588']"
1410.0,"['13759', '27787', '31478', '27899', '28223', '9919', '16011', '22199', '10793', '12293']"
1411.0,[]
1412.0,"['10620', '3588']"
1415.0,"['9989', '523', '11757', '6045', '199', '431', '934', '1195', '22319', '9919']"
1416.0,"['853', '14227', '4752', '14289', '13759', '1562', '4224']"
1417.0,"['5081', '11757', '17265', '18247', '14813', '14967', '16498', '6347', '4382', '11597']"
1418.0,"['1575', '240', '431', '6880', '134', '1818', '849', '5681', '270', '9919']"
1419.0,"['3783', '11741', '3782', '13161', '3588', '270', '121', '1535', '889', '18893']"
1422.0,"['18153', '3457']"
1423.0,"['19815', '22199', '18115', '10087', '2001', '4181', '28223', '431']"
1424.0,"['1535', '512', '4898', '20', '121', '523', '120', '149', '2890', '442']"
1425.0,"['15689', '13759', '27787', '18897', '12729', '29067', '11757', '18671', '16498', '6547']"
1426.0,"['597', '226', '44', '433', '121', '1689', '202', '1575', '387', '249']"
1428.0,"['1575', '15583', '15451', '17265', '2904', '20', '1818', '22199']"
1429.0,"['12291', '3455', '6347', '11785', '16592', '9181', '4472', '8516', '2167', '849']"
1430.0,[]
1431.0,"['8841', '29803', '22535', '31240', '5081', '22319', '28677', '6547', '25157', '23283']"
1433.0,"['199', '164']"
1434.0,"['23199', '22199', '11061', '30276', '24833', '23755', '16498', '18115', '24439', '20']"
1435.0,"['14713', '6746', '11757', '4081', '21327', '12355', '16498', '849', '9989', '23273']"
1436.0,"['16001', '5081', '12189', '14813', '13659', '10408', '8769', '14227', '1887', '15051']"
1437.0,"['8769', '11111']"
1438.0,"['22147', '31043', '16498', '853', '10379', '523', '23281', '16742', '14513', '1535']"
1439.0,"['10620', '11757', '19815', '8074', '10793', '18679', '20', '6880', '5114', '22319']"
1440.0,[]
1441.0,"['2904', '19815', '1575', '6547', '12189', '11741', '28223', '16498']"
1442.0,"['1535', '9253', '6880', '19815', '9989', '5630', '22319']"
1443.0,"['121', '16498', '1535', '7059', '431', '199']"
1444.0,"['3588', '16498', '227', '9919']"
1445.0,"['5958', '16011', '10110', '6347', '10719', '16894', '14813', '20583', '7054', '17895']"
1446.0,"['81', '84', '90', '93', '6880', '30', '94', '227', '6', '72']"
1447.0,[]
1448.0,"['16498', '2001', '1', '11757', '5681', '2251', '11111', '790', '205', '30']"
1449.0,"['6880', '22319']"
1450.0,"['30296', '11741', '17265', '10087', '30503', '22729', '777', '9253', '11633', '13601']"
1451.0,"['10620', '6880', '5114']"
1455.0,"['14075', '20689', '11887', '19815', '17265', '4654', '14813', '9253', '11741', '15689']"
1457.0,"['1535']"
1458.0,"['17895', '9989', '8769']"
1459.0,"['1535', '1575', '47', '22319', '18679', '16498', '13601', '237', '6', '6880']"
1460.0,"['4181', '5630', '14397', '1575', '5114', '9756', '6594', '11771', '4224', '5300']"
1461.0,"['9253', '10620', '11757', '11617', '14227']"
1462.0,"['8074', '11757', '223', '906', '14513', '225', '899']"
1463.0,"['225', '1535', '392']"
1464.0,"['61', '232']"
1465.0,"['891', '892', '502', '442', '2144', '936', '899', '905', '1535', '199']"
1466.0,"['1726', '5114', '9919', '7724', '6880', '121', '2904', '6746', '6707', '11111']"
1467.0,"['6372', '199', '523', '20507', '431', '9989', '6045', '13759', '11887', '15225']"
1469.0,"['6702', '813', '121', '3588', '9919']"
1470.0,"['8841', '8525', '10620', '11757', '11741', '121', '11617', '10793', '13759', '8769']"
1471.0,"['6707', '16742', '4224']"
1472.0,"['16524', '47', '6746', '22319', '2904', '6547', '1575']"
1473.0,"['14227']"
1474.0,"['9253', '5114', '33', '384', '6880', '11757', '467', '43', '16498', '1575']"
1475.0,"['25781', '28223', '30276', '13601', '16498', '20583', '1482', '6746', '25183', '26243']"
1476.0,"['530', '120', '1709', '597', '431']"
1477.0,"['1575', '2581', '356', '392', '2001', '270']"
1479.0,"['10620', '11757', '1535', '2904', '9253', '13601', '22319']"
1480.0,"['11179', '26349', '8525', '23289', '21405', '28825', '4181', '8675', '5680', '18897']"
1481.0,[]
